Lon,Lat,Clave,Edo,Est,Tmed
-97.9,17.91,SCHOX,OAX,Santiago Chilixtlahuaca Oax.,20.2
-97.82,19.62,IXTPB,PUE,Ixtacamaxtitl·n Pue.,13.7
-97.01,18.33,ZOQPB,PUE,Zoquitl·n Pue.,16.1
-96.85,18.4,TLPPB,PUE,Tlacotepec de DÌaz Pue.,21.2
-98.57,18.11,CHSPB,PUE,Chila de la Sal Pue.,23.6
-98.26,18.2,PIXPB,PUE,Piaxtla Pue.,21.5
-98.78,18.45,TELPB,PUE,Teotlalco Pue.,21.3
-97.4,18.48,TEHPB,PUE,Tehuac·n Pue.,16.6
-98.58,18.52,CHIPB,PUE,Chietla Pue.,22.4
-98.47,18.61,IZMPB,PUE,Iz˙car de Matamoros Pue.,19.9
-97.91,18.74,SMCPB,PUE,San Miguel Canoa Pue.,12.8
-98.54,18.77,HQCPB,PUE,Huaquechula Pue.,20.4
-97.75,18.88,TECPB,PUE,Tecamachalco Pue.,15.0
-98.11,18.91,BDDPB,PUE,Manuel ¡vila Camacho Pue.,14.0
-97.25,18.92,PCRPB,PUE,Paso Carretas Pue.,11.8
-98.42,18.92,ATXPB,PUE,Atlixco Pue.,17.7
-98.28,18.97,ECHPB,PUE,EcheverrÌa Pue.,15.0
-97.96,18.97,CEMPB,PUE,Cemex Pue.,13.5
-97.44,18.99,CDSPB,PUE,Ciudad Serd·n Pue.,13.1
-98.23,19.01,MAYPB,PUE,Mayorazgo 21 Poniente Pue.,15.9
-98.2,19.02,CNAPB,PUE,Conagua Pue.,17.1
-98.17,19.05,PUOPB,PUE,Observatorio de Puebla Pue.,15.6
-97.93,19.06,ACJPB,PUE,Acajete Pue.,13.2
-98.32,19.07,CHLPB,PUE,Cholula Pue.,15.5
-98.06,19.09,CPLPB,PUE,Capulac Pue.,14.4
-98.46,19.1,HJTPB,PUE,Huejotzingo Pue.,13.8
-97.62,19.25,QUIPB,PUE,Quimixtl·n Pue.,15.4
-97.42,19.45,ACHPB,PUE,Alchichilca Pue.,11.7
-97.69,19.46,LIBPB,PUE,Libres Pue.,14.2
-97.49,19.49,TPYPB,PUE,Tepeyahualco Pue.,14.5
-97.53,19.7,OYAPB,PUE,Oyameles Pue.,11.0
-98.05,19.74,CNGPB,PUE,Chignahuapan Pue.,10.3
-97.36,19.82,TEZPB,PUE,Teziutl·n Pue.,12.9
-97.81,19.83,TEOPB,PUE,Tetela de Ocampo Pue.,13.4
-97.58,19.86,ZCPPB,PUE,Zacapoaxtla Pue.,14.6
-97.79,20,TDRPB,PUE,Tepango de RodrÌguez Pue.,14.9
-98.15,20.03,AHUPB,PUE,Ahuazontepec Pue.,10.7
-98.05,20.18,HUAPB,PUE,Huauchinango Pue.,14.5
-97.83,20.18,ZRGPB,PUE,Zaragoza Pue.,13.3
-97.96,20.28,XDJPB,PUE,Xicotepec de Ju·rez Pue.,15.3
-97.88,20.39,AVCPB,PUE,¡vila Camacho Pue.,21.9
-97.84,20.41,APAPB,PUE,Apapantilla Pue.,20.8
-97.68,20.51,VENPB,PUE,Venustiano Carranza Pue.,15.9
-98.16,18.61,COAPB,PUE,Coatzingo Pue.,21.0
-98.22,19.11,SCRPB,PUE,San CristÛbal Caleras Pue.,13.1
-97.85,20.73,MTLPB,PUE,Metlaltoyuca Pue.,18.8
-98.57,18.68,IZUPB,PUE,Iz˙car de Matamoros Pue. SMN*,20.1
-97.92,18.85,AHAPB,PUE,Ahuatepec Pue.,16.7
-98.58,19.33,SRTPB,PUE,Santa Rita Tlahuapan Pue.,12.8
-97.39,19.89,TEZIUTLAN,PUE,Teziutl·n Pue. SMN*,12.8
-98.05,20.18,UDSPB,PUE,Universidad de la Sierra Pue.,14.5
-98.16,20.28,PAHUATLAN,PUE,Pahuatl·n de Valle Pue. SGT*,16.6
-97.62,18.31,TEHUACAN,PUE,Tehuac·n Pue. SMN*,17.9
-97.72,18.87,UTTPB,PUE,Universidad TecnolÛgica Tecamachalco Pue. SMN*,15.0
-98.14,18.94,AFRPB,PUE,¡fricam Pue.,16.1
-98.42,19.28,SMTPB,PUE,San MartÌn Texmelucan Pue.,13.2
-97.52,20.03,CTZPB,PUE,Cuetzalan del Progreso Pue.,16.9
-97.21,20.13,SJAPB,PUE,San JosÈ Acateno Pue.,20.1
-98.06,18.28,ADOPB,PUE,Acatl·n de Osorio Pue.,21.4
-100.37,20.57,GHQQT,QRO,Gerencia Hidalgo Qro.,16.9
-99.96,20.2,IDFQT,QRO,San Ildefonso Qro.,14.0
-100,20.36,SJSQT,QRO,San JosÈ Qro.,16.8
-100.08,20.42,CNSQT,QRO,ConstituciÛn de 1917 Qro.,16.5
-100.41,20.5,BATQT,QRO,El Bat·n Qro.,15.2
-100.45,20.54,EPUQT,QRO,El Pueblito Qro.,17.0
-100.37,20.57,OBSQT,QRO,Observatorio de QuerÈtaro Qro.,17.2
-100.45,20.7,JRQQT,QRO,Juriquilla Qro.,16.7
-99.82,21.06,PMLQT,QRO,PeÒamiller Qro.,19.4
-99.47,21.21,PJALPAN,QRO,Presa Jalpan Qro. SMN*,19.3
-100.28,20.39,HUIQT,QRO,Huimilpan Qro. SMN*,13.5
-99.17,21.5,SGORDAI,QRO,Sierra Gorda 1 Qro. SMN*,15.5
-87.49,21.1,KANTUNILKIN,QROO,KantunilkÌn Q. Roo. SMN*,23.4
-86.95,20.51,COZQR,QROO,Cozumel Q. Roo.,26.5
-87.08,20.63,PDCQR,QROO,Playa del Carmen Q. Roo.,24.7
-86.82,21.16,CANQR,QROO,Canc˙n Q. Roo.,25.8
-88.88,17.9,LAUNION,QROO,La UniÛn Q. Roo. SMN*,25.0
-87.84,18.28,AXCALAK,QROO,Arrecifes Xcalak Q. Roo. SMN*,26.1
-88.92,18.46,NICOLASBRAVO,QROO,Nicol·s Bravo Q. Roo. SMN*,23.7
-88.7,19.75,JMORELOS,QROO,JosÈ MarÌa Morelos Q. Roo. SMN*,24.0
-86.91,20.48,CO2QR,QROO,Cozumel Q. Roo. SMN*,24.2
-86.78,21.07,CNCQR,QROO,Canc˙n Radar Q. Roo. SMN*,24.7
-88.33,18.5,CHOQR,QROO,Observatorio de Chetumal Q. Roo.,25.0
-88.04,19.58,FCRQR,QROO,Observatorio de Felipe Carrillo Puerto Q. Roo.,23.3
-107.06,24.75,VINSI,SIN,Vinoramas Sin.,18.6
-107.76,25.12,RAVSI,SIN,EstaciÛn Rancho Viejo Sin.,18.6
-105.85,23.09,TORSI,SIN,Las Tortugas Sin.,21.6
-105.85,22.98,RSRSI,SIN,Rosario Sin.,23.6
-106.25,23.35,SQRSI,SIN,Siqueros Sin.,20.3
-106.47,23.56,QLTSI,SIN,Quelite Sin.,19.9
-106.9,23.92,LCRSI,SIN,La Cruz Sin.,19.3
-106.6,23.96,IXPSI,SIN,Ixpalino Sin.,21.8
-106.81,24.57,JLPSI,SIN,JosÈ LÛpez Portillo Sin.,20.5
-107.44,24.63,OBSSI,SIN,Observatorio de Culiac·n Sin.,19.5
-107.1,24.45,SLRSI,SIN,San Lorenzo Sin.,21.2
-107.4,24.82,CLCSI,SIN,Culiac·n Sin.,19.5
-107.47,25.03,AWSSI,SIN,Andrew Weiss Sin.,18.5
-107.84,25.49,SJNSI,SIN,San Juan Sin.,18.9
-107.54,25.33,BDRSI,SIN,Badiraguato Sin.,18.1
-108.09,25.47,GMCSI,SIN,Guam˙chil Sin.,19.5
-108.47,25.72,GSVSI,SIN,Guasave Sin.,18.0
-108.36,25.74,ZOPSI,SIN,El Zopilote Sin.,18.3
-109,25.8,MCHSI,SIN,Los Mochis Sin.,18.4
-108.01,25.9,JNASI,SIN,Jaina Sin.,17.5
-109.18,25.92,AHMSI,SIN,Ahome Sin.,17.5
-109.33,25.98,HDZSI,SIN,Higuera de Zaragoza Sin.,18.0
-108.78,26.07,SFRSI,SIN,Sufragio Sin.,19.1
-109.33,26.1,CRRSI,SIN,El Carrizo Sin.,17.7
-108.7,26.43,JORSI,SIN,Josefa Ortiz de DomÌnguez Sin.,19.2
-108.62,26.43,EFTSI,SIN,El Fuerte Sin.,18.8
-108.58,26.51,PMHSI,SIN,Miguel Hidalgo Sin.,17.4
-109.07,25.59,TOPOLOBAMPOMAR,SIN,Topolobampo Sin. SEMAR*,18.5
-106.65,24.05,ACTSI,SIN,Acatit·n Sin.,19.4
-106.95,24.48,SCRSI,SIN,Santa Cruz Sin.,20.6
-107.16,24.81,SN2SI,SIN,Sanalona hidromÈtrica Sin.,18.2
-107.38,25.09,AL2SI,SIN,El Varejonal hidromÈtrica Sin.,19.5
-107.91,25.86,GD2SI,SIN,Bacurato hidromÈtrica de Gustavo Diaz Ord·z Sin.,19.7
-108.32,26.08,GB2SI,SIN,El Sabinal hidromÈtrica Sin.,18.7
-108.35,26.9,LD2SI,SIN,Huites hidromÈtrica Sin.,18.9
-106.41,23.22,MAZATLANob,SIN,Observatorio de Mazatl·n  Sin. SMN*,19.9
-107.19,24.25,OBISPO,SIN,Obispo Sin. SMN*,18.7
-107.84,25.49,SANJUAN,SIN,San Juan Sin. SMN*,19.2
-108.7,25.7,ARCSI,SIN,Adolfo RuÌz CortÌnes Sin.,18.3
-106.4,23.23,MZTSI,SIN,Observatorio de Mazatl·n Sin.,19.5
-106.7,24.12,SLTSI,SIN,Ing. Aurelio Benassini VizcaÌno Sin.,21.2
-107.4,24.8,CULIACANob,SIN,Observatorio de Culiac·n Sin. SMN*,19.4
-108.48,25.81,ENASI,SIN,EstaciÛn Naranjo Sin.,18.1
-108.33,26.74,CHXSI,SIN,Observatorio de Choix Sin.,17.9
-108.33,26.72,CHOIXob,SIN,Observatorio de Choix Sin. SMN*,18.2
-99.15,21.82,TANCHACHIN,SLP,TanchachÌn S.L.P. SGT*,20.4
-98.76,21.24,TMTSL,SLP,Temamatla S.L.P.,18.2
-98.86,21.25,TBLSL,SLP,Tierra Blanca S.L.P.,20.3
-98.89,21.42,RQTSL,SLP,Requetemu S.L.P.,20.7
-98.62,21.69,SVTSL,SLP,San Vicente S.L.P.,21.5
-98.96,21.75,BLMSL,SLP,Ballesmi S.L.P.,19.8
-99.24,21.91,GANSL,SLP,Gallinas S.L.P.,19.1
-99.16,22.12,MICSL,SLP,Micos S.L.P.,18.7
-101,22.2,SGRSL,SLP,Soledad Graciano S.L.P.,13.9
-99.32,22.52,NRJSL,SLP,Naranjos S.L.P.,16.7
-100.64,23.66,MATSL,SLP,Matehuala S.L.P.,15.1
-99.83,21.65,PMYSL,SLP,Pedro Montoya S.L.P.,19.3
-98.56,21.97,AJTSL,SLP,Las Adjuntas S.L.P.,20.9
-100.94,21.81,GOGORRON,SLP,GogorrÛn S.L.P. SMN*,15.5
-99.03,21.98,CDVALLES,SLP,Ciudad Valles S.L.P. SMN*,21.4
-100.67,23.65,MA2SL,SLP,Matehuala S.L.P. SMN*,14.6
-98.8,21.33,MTPSL,SLP,Observatorio de Matlapa S.L.P.,20.4
-99.15,21.82,TNCSL,SLP,TanchachÌn S.L.P.,20.0
-100,21.93,RVDSL,SLP,Observatorio de RÌo Verde S.L.P.,18.9
-100.02,21.94,CDFERNANDEZ,SLP,Ciudad Fern·ndez S.L.P. SMN*,19.5
-98.77,22,TMISL,SLP,Observatorio de TamuÌn S.L.P.,22.7
-101.02,22.15,SLPSL,SLP,Observatorio de San Luis PotosÌ S.L.P.,14.3
-100,21.92,RIOVERDEob,SLP,Observatorio de RÌo Verde S.L.P. SMN*,18.9
-110.29,30.98,CNNSO,SON,Cananea Son.,10.8
-114.78,32.48,SLCSO,SON,San Luis RÌo Colorado Son.,14.7
-110.21,27.59,TORIM,SON,TÛrim Son. SGT*,15.2
-109.97,27.61,TAJIMAROA,SON,Tajimaroa Son. SGT*,16.0
-109.89,27.75,AGCSO,SON,Agua Caliente Son.,16.7
-108.76,26.6,CZNSO,SON,Cazanate Son.,17.5
-109.44,27.07,NVJSO,SON,Navojoa Son.,17.1
-109.11,27.23,ARCSO,SON,Adolfo RuÌz CortÌnes Son.,18.5
-108.88,27.41,SBNSO,SON,San Bernardo Son.,17.8
-109.62,27.42,CCRSO,SON,Cocoraque Son.,16.1
-109.21,27.66,TSOSO,SON,Tesocoma Son.,13.7
-109.89,27.82,AOBSO,SON,¡lvaro ObregÛn Son.,18.8
-110.85,27.95,GYMSO,SON,Guaymas Son.,15.8
-108.92,28.37,YC2SO,SON,YÈcora Son. SMN*,7.8
-108.93,28.37,YCRSO,SON,YÈcora Son.,7.7
-110.4,28.43,IRASO,SON,Ignacio R. Alatorre Son.,14.6
-110.31,28.47,PTASO,SON,Punta de Agua 2 Son.,14.6
-109.64,28.98,PECSO,SON,Plutarco ElÌas Calles Son.,16.1
-110.92,29.07,HM2SO,SON,Observatorio de Hermosillo Son.,17.0
-110.93,29.07,HMNSO,SON,Hermosillo Son.,17.3
-109.23,29.2,ECBSO,SON,El Cubil Son.,13.4
-110.74,29.47,CJNSO,SON,El CajÛn Son.,14.3
-109.5,29.53,TPCSO,SON,Tepache Son.,13.4
-110.23,29.82,ACNSO,SON,Aconchi Son.,11.8
-111.02,30.05,QRBSO,SON,Querobabi Son.,12.8
-109.09,30.07,ARISO,SON,Aribabi Son.,7.5
-108.96,30.21,HSHSO,SON,Huachinera Son.,9.1
-110.17,30.34,ARZSO,SON,Arizpe Son.,8.1
-108.93,30.36,BCRSO,SON,Bacerac Son.,7.9
-111.45,30.39,SRSSO,SON,Santa Rosa 2 Son.,12.4
-109.38,30.44,LCDSO,SON,L·zaro C·rdenas Son.,12.9
-112.12,30.7,PTQSO,SON,Pitiquito Son.,12.0
-110.89,30.76,IMRSO,SON,Imuris Son.,11.3
-111.52,30.87,CHTSO,SON,CuauhtÈmoc Son.,13.8
-110.95,31.32,NGLSO,SON,Nogales Son.,11.2
-112.85,31.87,NYNSO,SON,Sonoyta Son.,12.4
-109.14,26.46,TOTOLIBOQUI,SON,Totoliboqui Son. REMAS*,16.0
-109.05,26.5,EJIDO21MARZO,SON,Ejido 21 de Marzo Son. REMAS*,16.2
-109.7,26.77,JULIANTABAMPO,SON,Juliantabampo Son. REMAS*,14.7
-108.97,26.8,CHINO,SON,Chino Gordo Son. REMAS*,15.7
-109.53,26.81,REGLA,SON,La Regla Son. REMAS*,14.9
-109.68,26.84,NAVOBAXIA,SON,Navobaxia Son. REMAS*,14.9
-109.75,26.9,SAHUARALO,SON,Sahuaral de Otero Son. REMAS*,15.0
-109.5,26.91,TRESCARLOS,SON,Tres Carlos Son. INIFAP*,14.5
-109.83,27,BLOCK2918,SON,Block 2918 Son. REMAS*,13.6
-109.5,27.01,SEMAY,SON,Semay Son. REMAS*,15.0
-109.69,27.03,BUAYSIACOBE,SON,Buaysiacobe Son. INIFAP*,14.6
-109.42,27.07,CIASO,SON,Ciano Huatabampo Son.,15.9
-109.48,27.11,CHIHUAHUITASO,SON,Chihuahuita Son. REMAS*,15.8
-109.9,27.14,BLOCK2010,SON,Block 2010 Son. REMAS*,15.1
-109.8,27.17,BLOCK1922,SON,Block 1922 Son. REMAS*,16.0
-109.66,27.18,BLOCK1936,SON,Block 1936 Son. REMAS*,15.9
-109.58,27.21,PUEBLO,SON,Pueblo Mayo Son. REMAS*,16.7
-110.04,27.23,BLOCK1703,SON,Block 1703 Son. REMAS*,15.9
-110.26,27.28,BLOCK1423,SON,Block 1423 Son. REMAS*,15.5
-110.16,27.32,BLOCK1213,SON,Block 1213 Son. REMAS*,15.3
-108.91,27.32,CASA,SON,Casa Colorada Son. REMAS*,17.3
-110.02,27.32,BLOCK1101,SON,Block 1101 Son. REMAS*,15.5
-109.93,27.37,OBOSO,SON,Observatorio Cd. ObregÛn Son. SMN*,16.2
-109.81,27.39,BLOCK720,SON,Block 720 Son. REMAS*,16.0
-110.34,27.4,BLOCK731,SON,Block 731 Son. REMAS*,15.1
-110.22,27.46,BLOCK419,SON,Block 419 Son. REMAS*,15.6
-109.13,27.47,ALGODONES,SON,Los Algodones Son. REMAS*,18.3
-110.01,27.55,PELJAZMIN,SON,Predio El JazmÌn Son. INIFAP*,15.7
-109.93,27.62,CORRAL,SON,EstaciÛn Corral  Son. REMAS*,15.4
-110.41,27.63,POTAM,SON,PÛtam Son. SGT*,15.9
-110.41,27.63,POTAMR,SON,PÛtam Son. REMAS*,15.9
-110.29,27.64,VCMSO,SON,VÌcam Son.,15.1
-109.4,27.85,ROSARIO,SON,Rosario Tesopaco Son. REMAS*,14.1
-110.8,27.95,EMPALMEob,SON,Observatorio de Empalme Son. SMN*,16.9
-110.55,28,CAMPO,SON,Campo Selza Son. REMAS*,16.2
-110.93,28,BUENOS,SON,Buenos Aires Gym Son. REMAS*,16.3
-110.66,28.12,SANTAMARIA,SON,Santa MarÌa Son. REMAS*,16.8
-110.66,28.3,ORTIZ,SON,OrtÌz Son. REMAS*,16.3
-111.25,28.31,SAHUARALA,SON,Sahuaral Son. INIFAP*,14.1
-110.51,28.37,TREINTA,SON,Las Treinta Son. REMAS*,16.1
-109.89,28.42,SUAQUI,SON,Suaqui Grande Son. REMAS*,15.4
-111.32,28.68,PEANA,SON,PeaÒa Son. REMAS*,15.0
-111.65,28.69,KINO,SON,Kino Son. REMAS*,14.4
-111.47,28.74,FATIMA,SON,El Milagro de F·tima Son. REMAS*,15.2
-111.36,28.79,ELBERVANO,SON,El Bervano Son. INIFAP*,15.0
-111.56,28.84,SANTAELENAS,SON,Santa Elena Son. REMAS*,14.9
-111.43,28.89,CARLITOS,SON,San Carlitos  Son. REMAS*,15.1
-111.23,28.9,ABEJAS,SON,Abejas Son. REMAS*,15.4
-110.18,28.94,MAZATAN,SON,Mazat·n Son. REMAS*,13.7
-111.13,28.96,BACHATA,SON,La Bachata Son. REMAS*,14.7
-111.26,28.98,SANTONINO,SON,Santo NiÒo Son. REMAS*,15.4
-111.59,28.98,ELROSARIO2SO,SON,El Rosario 2 Son. INIFAP*,15.7
-111.13,29.01,UNISON,SON,Universidad de Sonora Son. SMN*,15.3
-109.22,29.05,SAHUARIPA,SON,Sahuaripa Son. REMAS*,13.3
-111.56,29.09,GREEN,SON,Green Stripe Son. REMAS*,15.6
-109.99,29.12,MATAPE,SON,M·tape Son. REMAS*,13.9
-111.76,29.24,CHIPILON,SON,ChipilÛn Son. REMAS*,14.9
-110.93,29.39,TRACALITA,SON,Tracalita Son. REMAS*,15.2
-110.31,29.44,URES,SON,Ures Son. REMAS*,13.9
-109.51,29.52,TEPACHE,SON,Tepache Son. REMAS*,12.2
-110.93,29.55,SELVA,SON,Selva Son. REMAS*,14.5
-110.14,29.67,BAVIACORA,SON,Bavi·cora Son. REMAS*,12.5
-108.97,29.69,NACORI,SON,N·cori Chico Son. REMAS*,10.6
-112.06,29.78,SANTAADELA,SON,Santa Adela Son. REMAS*,15.1
-110.96,29.91,QUEROBABI,SON,Querobabi Son. REMAS*,14.4
-109.3,29.93,HUASABAS,SON,Hu·sabas Son. REMAS*,12.0
-110.21,29.97,BANAMICHI,SON,Ban·michi Son. REMAS*,10.9
-111.23,30.05,CARRIZO,SON,El Carrizo Son. REMAS*,11.4
-109.79,30.19,CUMPAS,SON,Cumpas Son. REMAS*,12.8
-110.72,30.34,LADRILLERA,SON,La Ladrillera Son. REMAS*,11.3
-109.38,30.43,PLCARDENAS,SON,Presa L·zaro C·rdenas Son. SGT*,13.4
-111.56,30.47,CORRALES,SON,Los Corrales Son. REMAS*,12.7
-108.96,30.51,BAVISPE,SON,Bavispe Son. REMAS*,9.2
-112.35,30.51,SURCABORACA,SON,Sur Caborca Son. REMAS*,13.5
-112.16,30.6,CHAPARRAL,SON,Chaparral Son. REMAS*,13.3
-111.4,30.61,LOMA,SON,La Loma Son. REMAS*,12.3
-112.44,30.77,CABORCA,SON,Caborca Son. SMN*,16.9
-111.21,30.79,ALMAS,SON,Las Palmas Son. REMAS*,10.8
-112.78,30.83,LOLEYTA,SON,Loleyta Son. REMAS*,14.1
-112.49,30.84,SANLUIS,SON,San Luis Son. INIFAP*,14.9
-110.84,30.85,CRISP,SON,El 15 Crisp Son. REMAS*,11.5
-112.91,30.85,RIVERA,SON,La Rivera Son. REMAS*,13.5
-112.03,31,CUCHUJAQUI,SON,Cuchujaqui Son. REMAS*,11.8
-110.6,31.19,SANTACRUZS,SON,Santa Cruz Son. REMAS*,7.8
-109.56,31.24,AGUAPRIETA,SON,km 9 Ejido Agua Prieta Son. REMAS*,7.6
-110.91,31.3,NOGALES,SON,Nogales Son. SMN*,11.0
-113.3,31.68,PINACATE,SON,El Pinacate Son. SMN*,15.4
-112.67,31.77,SONOYTAS,SON,Sonoyta Son. REMAS*,11.6
-112.85,31.87,SONOYTA,SON,Sonoyta Son. SMN*,14.2
-114.92,32.17,COLONIA,SON,Colonia Medano Son. REMAS*,13.0
-115.01,32.25,VALENZUELA,SON,Rancho Valenzuela Son. REMAS*,13.3
-114.96,32.31,QUIROZ,SON,Rancho Quiroz Son. REMAS*,13.7
-114.87,32.33,PIVOTE,SON,Rancho El Pivote Son. REMAS*,13.6
-114.93,32.41,MOCTEZUMA,SON,Moctezuma Son. INIFAP*,12.7
-114.85,32.44,MONUMENTOS,SON,Monumentos Son. REMAS*,13.6
-109.6,26.82,HUATABAMPO,SON,Huatabampo Son. REMAS*,15.5
-109.58,27.05,CHUCARIT,SON,Chucarit Son. REMAS*,14.9
-109.75,27.11,BLOCK2328,SON,Block 2328 Son. INIFAP*,15.1
-109.4,27.13,TESIA,SON,Tesia Son.  INIFAP*,15.6
-109.71,27.21,BLOCK1730,SON,Block 1730 Son. INIFAP*,14.7
-109.84,27.28,BLOCK1418,SON,Block 1418 Son. INIFAP*,15.1
-110.1,27.41,BLOCK609,SON,Block 609 Son. INIFAP*,15.1
-109.94,27.5,COBSO,SON,Observatorio de Ciudad ObregÛn Son.,16.1
-110.12,27.51,BLOCK111,SON,Block 111 Son. INIFAP*,15.2
-110.8,27.95,EPLSO,SON,Observatorio de Empalme Son.,17.1
-111.56,28.61,PERICOI,SON,Perico 1 Son. INIFAP*,14.1
-109.37,28.98,PELIASCALLES,SON,Presa Plutarco ElÌas Calles Son.,17.3
-110.71,29.23,ORGSO,SON,El OrÈgano Son.,16.6
-109.08,29.43,PDNSO,SON,Paso N·cori Son.,12.4
-111.73,30.72,ALTSO,SON,Observatorio de Altar Son.,13.4
-112.46,30.77,CABORCAEX,SON,Caborca Exportadora Son. REMAS*,13.4
-113.55,31.35,PT2SO,SON,Observatorio de Puerto PeÒasco Son.,15.8
-114.8,32.42,RCOLORADO,SON,San Luis RÌo Colorado Son. SMN*,14.1
-111.83,28.75,BAHIAKINO,SON,BahÌa de Kino Son. SMN*,14.5
-111.36,28.56,CUICHI,SON,Cuichi Son. REMAS*,14.7
-111.72,29.06,DOLORES,SON,Dolores Jam Son. REMAS*,15.1
-109.64,28.95,EN2SO,SON,Novillo 2 Son.,15.5
-110.93,30.67,MGDSO,SON,Magdalena Son.,13.4
-109.54,31.33,APTSO,SON,Agua Prieta Son.,7.4
-92.75,17.38,OXOTB,TAB,Oxolot·n Tab.,24.3
-91.48,17.43,BDCTB,TAB,Boca del Cerro Tab.,24.0
-92.97,17.57,TEATB,TAB,Teapa Tab.,24.7
-92.94,17.57,PUYTB,TAB,Puyacatengo Tab.,23.6
-92.6,17.77,MACTB,TAB,Macuspana Tab.,24.4
-93.38,18,CARTB,TAB,C·rdenas Tab.,23.8
-92.88,17.85,PNVTB,TAB,Pueblo Nuevo Tab.,24.1
-93,17.98,GONTB,TAB,Gonz·lez Tab.,24.2
-93.28,18,SAMTB,TAB,Samaria Tab.,23.4
-92.92,17.98,EMUTB,TAB,Villahermosa Muelle Tab.,25.3
-92.81,18.04,EPOTB,TAB,El Porvenir Tab.,24.1
-92.74,17.4,OXOLOTANCFE,TAB,Oxolot·n Tab. CFE*,24.1
-91.49,17.43,BOCADELCERRO,TAB,Boca del Cerro Tab. SGT*,23.8
-92.93,17.55,PUYACATENGO,TAB,Puyacatengo Tab. SGT*,23.8
-92.95,17.56,TEAPA,TAB,Teapa Tab. SGT*,24.7
-93.28,18,SAMARIA,TAB,Samaria Tab. SGT*,23.9
-92.65,18.41,PCENTLA,TAB,Pantanos de Centla Tab. SMN*,25.1
-93.33,18.42,PARAISO,TAB,ParaÌso Tab. SMN*,24.5
-92.78,17.46,TAPTB,TAB,Tapijulapa Tab.,23.3
-91.16,17.79,SPTTB,TAB,San Pedro Tab.,23.9
-92.96,17.96,LUISGPEREZ,TAB,Luis Gil PÈrez Tab. SGT*,25.7
-93.62,18.18,POBLADOC11,TAB,Poblado C11 Tab. SGT*,24.3
-99.27,24.02,STETP,TAMPS,Santa Engracia Tamps.,17.7
-98.63,22.49,NVAAPOLONIA,TAMPS,Nueva Apolonia Tamps. SGT*,21.2
-99.15,22.99,AHUALULCOTP,TAMPS,Ahualulco Tamps. SGT*,21.1
-98.37,24.05,ABASOLO,TAMPS,Abasolo Tamps. SGT*,20.4
-99.22,24.1,BARRETALI,TAMPS,Barretal Uno Tamps. SGT*,19.0
-97.93,22.39,BALTP,TAMPS,Bombas Altamira Tamps.,18.5
-98.42,22.42,TMSTP,TAMPS,TamesÌ Tamps.,19.8
-98.69,22.6,ERCTP,TAMPS,Estudiante Ramiro Caballero Dorantes Tamps.,18.2
-98.87,22.78,SDATP,TAMPS,Saca de Agua Tamps.,20.7
-98.71,22.8,MGSTP,TAMPS,MagiscatzÌn Dos Tamps.,19.3
-99.12,22.85,LSRTP,TAMPS,La Servilleta Tamps.,19.4
-99.03,22.84,RFRTP,TAMPS,RÌo FrÌo Tamps.,21.4
-98.79,22.94,SLZTP,TAMPS,Lic. Emilio Portes Gil Tamps.,17.2
-99.09,23.03,SBNTP,TAMPS,Sabinas Tamps.,18.8
-98.79,23.08,SGBTP,TAMPS,San Gabriel Tamps.,20.0
-97.99,23.26,RSPTP,TAMPS,Rep˙blica EspaÒola Tamps.,21.1
-99.08,23.38,ENNTP,TAMPS,La Encantada Tamps.,17.3
-99.17,23.72,CVCTP,TAMPS,Observatorio de Ciudad Victoria Tamps.,18.4
-98.75,23.73,PDMTP,TAMPS,Paso de Molina Tamps.,19.0
-98.67,23.96,VGRTP,TAMPS,Vicente Guerrero Tamps.,19.0
-98.9,24.05,PADTP,TAMPS,Padilla Tamps.,18.7
-98.39,24.07,ABSTP,TAMPS,Abasolo Tamps.,19.6
-99.12,24.08,BR1TP,TAMPS,El Barretal Uno Tamps.,18.2
-99.22,24.1,BRRTP,TAMPS,El Barretal Tamps.,17.8
-99.02,24.21,PILTP,TAMPS,PilÛn Tamps.,18.6
-99.58,24.18,PVLTP,TAMPS,Puerto de Valles Tamps.,14.8
-99.56,24.25,PJMTP,TAMPS,Pedro JosÈ MÈndez Tamps.,17.0
-99.43,24.25,MHGTP,TAMPS,Miguel Hidalgo Tamps.,16.9
-99.55,24.57,MAGTP,TAMPS,Magueyes Tamps.,16.1
-98.16,24.84,FDOTP,TAMPS,San Fernando Tamps.,16.6
-97.82,25.97,CONTP,TAMPS,Control Tamps.,15.9
-97.8,25.7,VHMTP,TAMPS,Valle Hermoso Tamps.,16.6
-97.8,25.8,PANTP,TAMPS,Pueblo An·huac Tamps.,15.6
-97.52,25.83,MATTP,TAMPS,Matamoros Tamps.,16.7
-97.8,25.91,VCATP,TAMPS,Villa C·rdenas Tamps.,15.6
-98.29,26.08,RYATP,TAMPS,S-J-3-42 Reynosa Tamps.,15.8
-98.88,26.17,RYNTP,TAMPS,S-J-2-9 Reynosa Tamps.,15.9
-98.6,26.24,CDOTP,TAMPS,S-J-2-18 Ciudad DÌaz Ordaz Tamps.,16.5
-99.19,23.73,CVTTP,TAMPS,Ciudad Victoria Tamps.,18.5
-99.21,24.1,BARRETALII,TAMPS,Barretal Dos Tamps. SGT*,18.7
